"","fish_id","bin","LLLL","LLLR","LLRL","LLRR","LRLL","LRLR","LRRL","LRRR","RLLL","RLLR","RLRL","RLRR","RRLL","RRLR","RRRL","RRRR","L","R","total_turns","reps","alts","rel_reps","rel_alts","rel_R","rel_L"
"120","19","6",20,6,5,2,6,2,2,0,7,1,3,0,2,1,0,0,46,14,60,20,5,33.3333333333333,8.33333333333333,23.3333333333333,76.6666666666667
"121","2","1",65,11,12,3,14,20,6,2,11,4,22,5,1,7,2,0,134,54,188,65,42,34.5744680851064,22.3404255319149,28.7234042553191,71.2765957446808
"122","2","2",46,13,14,4,14,15,5,1,13,5,14,2,4,1,1,1,113,43,156,47,29,30.1282051282051,18.5897435897436,27.5641025641026,72.4358974358974
"123","2","3",36,12,11,7,12,5,7,2,12,5,6,2,5,3,1,1,92,38,130,37,11,28.4615384615385,8.46153846153846,29.2307692307692,70.7692307692308
"124","2","4",66,8,11,2,12,1,2,1,8,5,2,1,1,2,1,0,105,21,126,66,3,52.3809523809524,2.38095238095238,16.6666666666667,83.3333333333333
"125","2","5",47,10,11,2,9,3,2,1,10,2,2,1,3,0,1,0,87,20,107,47,5,43.9252336448598,4.67289719626168,18.6915887850467,81.3084112149533
"126","2","6",45,10,8,3,8,2,3,1,10,1,2,1,3,1,1,0,82,20,102,45,4,44.1176470588235,3.92156862745098,19.6078431372549,80.3921568627451
"127","20","1",71,10,7,3,5,2,3,1,9,0,1,1,4,0,1,0,104,17,121,71,3,58.6776859504132,2.47933884297521,14.0495867768595,85.9504132231405
"128","20","2",53,11,11,3,12,3,2,2,11,3,4,1,2,1,2,1,98,27,125,54,7,43.2,5.6,21.6,78.4
"129","20","3",33,12,12,5,13,4,5,1,11,5,5,1,3,2,1,0,86,30,116,33,9,28.448275862069,7.75862068965517,25.8620689655172,74.1379310344828
"130","20","4",22,10,12,1,10,8,1,2,9,3,6,2,3,0,2,2,68,28,96,24,14,25,14.5833333333333,29.1666666666667,70.8333333333333
"131","20","5",61,8,8,2,7,6,3,0,7,3,5,1,3,0,0,0,97,20,117,61,11,52.1367521367521,9.4017094017094,17.0940170940171,82.9059829059829
"132","20","6",30,3,3,0,4,1,0,0,4,0,2,0,0,1,0,0,44,7,51,30,3,58.8235294117647,5.88235294117647,13.7254901960784,86.2745098039216
"133","21","1",16,6,13,4,10,11,8,1,6,11,8,5,7,2,1,0,72,40,112,16,19,14.2857142857143,16.9642857142857,35.7142857142857,64.2857142857143
"134","21","2",33,13,14,3,14,7,3,2,14,3,7,2,3,2,2,1,92,34,126,34,14,26.984126984127,11.1111111111111,26.984126984127,73.015873015873
"135","21","3",37,9,7,1,7,2,1,0,8,0,2,0,1,0,0,0,66,12,78,37,4,47.4358974358974,5.12820512820513,15.3846153846154,84.6153846153846
"136","21","4",30,11,10,3,11,1,4,0,12,2,2,0,3,1,0,0,73,20,93,30,3,32.258064516129,3.2258064516129,21.505376344086,78.494623655914
"137","21","5",24,8,8,2,7,4,4,2,8,3,3,4,3,3,2,0,61,27,88,24,7,27.2727272727273,7.95454545454545,30.6818181818182,69.3181818181818
"138","21","6",5,7,5,3,4,6,3,1,6,2,5,1,4,0,1,1,36,21,57,6,11,10.5263157894737,19.2982456140351,36.8421052631579,63.1578947368421
"139","22","1",16,10,8,6,9,11,11,2,11,4,12,7,6,8,3,0,76,51,127,16,23,12.5984251968504,18.1102362204724,40.1574803149606,59.8425196850394
